iter	Passed	Remaining
405	988	1445
406	990	1443
407	993	1441
408	995	1439
409	998	1436
410	1001	1435
411	1004	1433
412	1006	1430
413	1009	1428
414	1012	1426
415	1014	1423
416	1016	1420
417	1018	1417
418	1020	1414
419	1024	1414
420	1027	1413
421	1029	1410
422	1032	1408
423	1034	1405
424	1037	1403
425	1040	1402
426	1043	1400
427	1046	1399
428	1049	1396
429	1051	1393
430	1054	1392
431	1057	1390
432	1059	1387
433	1061	1384
434	1063	1381
435	1065	1378
436	1068	1376
437	1069	1372
438	1072	1370
439	1074	1367
440	1076	1364
441	1078	1361
442	1080	1359
443	1083	1357
444	1086	1354
445	1088	1351
446	1090	1349
447	1092	1346
448	1094	1343
449	1097	1340
450	1100	1339
451	1102	1337
452	1105	1335
453	1108	1332
454	1110	1330
455	1113	1328
456	1116	1326
457	1118	1323
458	1120	1321
459	1123	1318
460	1125	1315
461	1127	1312
462	1129	1310
463	1132	1308
464	1135	1306
465	1137	1303
466	1139	1301
467	1142	1298
468	1144	1296
469	1147	1293
470	1149	1290
471	1151	1288
472	1153	1285
473	1155	1282
474	1158	1280
475	1160	1277
476	1163	1275
477	1165	1272
478	1167	1269
479	1169	1267
480	1171	1264
481	1174	1262
482	1177	1260
483	1179	1257
484	1182	1255
485	1184	1252
486	1186	1250
487	1189	1248
488	1192	1246
489	1194	1243
490	1197	1241
491	1199	1238
492	1201	1235
493	1203	1232
494	1206	1230
495	1208	1228
496	1210	1225
497	1213	1222
498	1216	1221
499	1219	1219
500	1222	1217
501	1224	1215
502	1227	1212
503	1229	1210
504	1232	1207
505	1234	1204
506	1236	1202
507	1239	1200
508	1242	1198
509	1244	1195
510	1246	1193
511	1248	1190
512	1251	1188
513	1254	1185
514	1256	1183
515	1258	1180
516	1261	1178
517	1263	1175
518	1266	1173
519	1268	1171
520	1271	1168
521	1273	1166
522	1275	1163
523	1277	1160
524	1280	1158
525	1282	1156
526	1285	1153
527	1287	1150
528	1289	1148
529	1291	1145
530	1293	1142
531	1296	1140
532	1298	1137
533	1301	1135
534	1303	1132
535	1305	1130
536	1307	1127
537	1309	1124
538	1312	1122
539	1315	1120
540	1317	1117
541	1319	1115
542	1321	1112
543	1324	1109
544	1326	1107
545	1329	1105
546	1331	1102
547	1333	1100
548	1335	1097
549	1338	1094
550	1340	1092
551	1343	1090
552	1345	1087
553	1347	1085
554	1350	1082
555	1352	1079
556	1354	1077
557	1357	1074
558	1359	1072
559	1362	1070
560	1364	1067
561	1366	1065
562	1368	1062
563	1371	1059
564	1373	1057
565	1375	1054
566	1377	1052
567	1379	1049
568	1382	1046
569	1384	1044
570	1386	1041
571	1389	1039
572	1391	1036
573	1393	1034
574	1396	1032
575	1399	1030
576	1402	1028
577	1404	1025
578	1406	1022
579	1408	1020
580	1411	1017
581	1414	1015
582	1416	1013
583	1419	1010
584	1420	1007
585	1423	1005
586	1425	1003
587	1427	1000
588	1430	997
589	1432	995
590	1434	992
591	1437	990
592	1439	987
593	1441	985
594	1444	983
595	1447	980
596	1449	978
597	1451	976
598	1454	973
599	1456	971
600	1459	968
601	1462	966
602	1465	964
603	1467	961
604	1468	958
605	1470	956
606	1473	953
607	1475	951
608	1477	948
609	1480	946
610	1482	943
611	1483	940
612	1485	937
613	1487	935
614	1490	933
615	1492	930
616	1495	928
617	1497	925
618	1499	923
619	1502	920
620	1504	918
621	1507	916
622	1510	914
623	1513	911
624	1515	909
625	1518	907
626	1522	905
627	1524	903
628	1526	900
629	1529	898
630	1532	896
631	1535	894
632	1537	891
633	1540	889
634	1543	887
635	1545	884
636	1548	882
637	1550	880
638	1553	877
639	1556	875
640	1559	873
641	1561	870
642	1564	868
643	1566	866
644	1569	863
645	1571	861
646	1573	858
647	1574	855
648	1577	852
649	1579	850
650	1582	848
651	1584	845
652	1586	843
653	1589	840
654	1591	838
655	1592	835
656	1596	833
657	1599	831
658	1602	828
659	1604	826
660	1606	824
661	1609	821
662	1612	819
663	1621	820
664	1624	818
665	1627	816
666	1630	814
667	1633	811
668	1635	809
669	1638	806
670	1639	803
671	1642	801
672	1645	799
673	1647	796
674	1649	794
675	1651	791
676	1653	789
677	1655	786
678	1658	783
679	1659	781
680	1661	778
681	1664	775
682	1666	773
683	1668	770
684	1671	768
685	1674	766
686	1676	763
687	1679	761
688	1681	759
689	1684	756
690	1686	754
691	1689	752
692	1692	749
693	1694	747
694	1697	744
695	1699	742
696	1701	739
697	1704	737
698	1706	734
699	1708	732
700	1710	729
701	1712	727
702	1714	724
703	1717	722
704	1720	719
705	1722	717
706	1724	714
707	1726	712
708	1728	709
709	1731	707
710	1733	704
711	1736	702
712	1738	699
713	1740	697
714	1742	694
715	1745	692
716	1747	689
717	1750	687
718	1752	685
719	1754	682
720	1756	679
721	1759	677
722	1761	675
723	1765	672
724	1767	670
725	1769	667
726	1772	665
727	1774	663
728	1777	660
729	1779	658
730	1782	655
731	1784	653
732	1786	650
733	1788	648
734	1790	645
735	1793	643
736	1797	641
737	1800	639
738	1802	636
739	1804	634
740	1807	631
741	1811	629
742	1814	627
743	1817	625
744	1819	622
745	1822	620
746	1824	617
747	1827	615
748	1829	613
749	1831	610
750	1833	607
751	1835	605
752	1838	603
753	1841	600
754	1843	598
755	1846	595
756	1848	593
757	1850	590
758	1853	588
759	1855	586
760	1858	583
761	1860	581
762	1862	578
763	1864	576
764	1867	573
765	1870	571
766	1873	569
767	1876	566
768	1879	564
769	1881	562
770	1884	559
771	1887	557
772	1889	554
773	1891	552
774	1893	549
775	1896	547
776	1898	544
777	1901	542
778	1903	540
779	1906	537
780	1908	535
781	1911	532
782	1913	530
783	1916	528
784	1918	525
785	1921	523
786	1923	520
787	1925	518
788	1928	515
789	1930	513
790	1933	510
791	1935	508
792	1938	505
793	1940	503
794	1942	501
795	1945	498
796	1948	496
797	1950	493
798	1953	491
799	1955	488
800	1958	486
801	1960	484
802	1963	481
803	1965	479
804	1967	476
805	1969	474
806	1972	471
807	1974	469
808	1977	466
809	1979	464
810	1982	461
811	1985	459
812	1988	457
813	1991	454
814	1993	452
815	1996	450
816	1998	447
817	2001	445
818	2003	442
819	2006	440
820	2010	438
821	2013	435
822	2015	433
823	2018	431
824	2021	428
825	2023	426
826	2026	423
827	2028	421
828	2030	418
829	2032	416
830	2034	413
831	2037	411
832	2040	409
833	2042	406
834	2044	404
835	2047	401
836	2049	399
837	2052	396
838	2055	394
839	2057	391
840	2059	389
841	2061	386
842	2063	384
843	2066	382
844	2069	379
845	2072	377
846	2074	374
847	2076	372
848	2079	369
849	2082	367
850	2084	365
851	2087	362
852	2089	360
853	2091	357
854	2093	355
855	2095	352
856	2098	350
857	2100	347
858	2102	345
859	2105	342
860	2107	340
861	2109	337
862	2111	335
863	2114	332
864	2116	330
865	2118	327
866	2121	325
867	2122	322
868	2125	320
869	2127	317
870	2130	315
871	2132	313
872	2135	310
873	2137	308
874	2140	305
875	2143	303
876	2145	300
877	2148	298
878	2150	296
879	2153	293
880	2155	291
881	2158	288
882	2161	286
883	2163	283
884	2165	281
885	2167	278
886	2169	276
887	2172	273
888	2176	271
889	2179	269
890	2181	266
891	2183	264
892	2185	261
893	2188	259
894	2191	257
895	2194	254
896	2196	252
897	2199	249
898	2201	247
899	2204	244
900	2206	242
901	2209	240
902	2211	237
903	2213	235
904	2215	232
905	2218	230
906	2221	227
907	2223	225
908	2225	222
909	2227	220
910	2229	217
911	2232	215
912	2235	212
913	2237	210
914	2239	208
915	2241	205
916	2243	203
917	2245	200
918	2249	198
919	2252	195
920	2254	193
921	2257	190
922	2259	188
923	2261	186
924	2264	183
925	2266	181
926	2268	178
927	2270	176
928	2273	173
929	2275	171
930	2277	168
931	2280	166
932	2282	163
933	2284	161
934	2286	158
935	2289	156
936	2291	154
937	2293	151
938	2296	149
939	2298	146
940	2300	144
941	2302	141
942	2305	139
943	2307	136
944	2309	134
945	2312	131
946	2314	129
947	2316	127
948	2319	124
949	2321	122
950	2323	119
951	2326	117
952	2328	114
953	2330	112
954	2333	109
955	2335	107
956	2337	105
957	2339	102
958	2342	100
959	2344	97
960	2346	95
961	2348	92
962	2350	90
963	2353	87
964	2355	85
965	2358	82
966	2360	80
967	2362	78
968	2364	75
969	2366	73
970	2369	70
971	2373	68
972	2375	65
973	2377	63
974	2380	61
975	2382	58
976	2384	56
977	2388	53
978	2390	51
979	2393	48
980	2395	46
981	2398	43
982	2401	41
983	2403	39
984	2405	36
985	2408	34
986	2410	31
987	2412	29
988	2415	26
989	2417	24
990	2420	21
991	2422	19
992	2425	17
993	2427	14
994	2429	12
995	2432	9
996	2435	7
997	2437	4
998	2440	2
999	2442	0
