iter	Logloss
139	0.5439709858
140	0.5434957313
141	0.5430673257
142	0.5424920409
143	0.542111109
144	0.5415608927
145	0.5410033927
146	0.5405325332
147	0.5401332995
148	0.5397397105
149	0.5396190334
150	0.5392076264
151	0.5388074906
152	0.5382497441
153	0.5379551602
154	0.5376269335
155	0.5371401141
156	0.5365506748
157	0.5364431394
158	0.5359894298
159	0.5356424357
160	0.5352353243
161	0.5346609738
162	0.5341800476
163	0.5338258264
164	0.5334085185
165	0.5330043411
166	0.5326494821
167	0.5323098641
168	0.5319961157
169	0.5315528863
170	0.5310689327
171	0.5306177464
172	0.5303524321
173	0.5299113792
174	0.5294765992
175	0.5292304419
176	0.5288960063
177	0.5285728438
178	0.528484219
179	0.5281515385
180	0.5278791697
181	0.5275179058
182	0.5272476157
183	0.5267981555
184	0.5266067262
185	0.5262892539
186	0.5259211654
187	0.5257523233
188	0.5253686934
189	0.5250250785
190	0.5247821964
191	0.5244613728
192	0.5242336976
193	0.5240177717
194	0.5237425096
195	0.5234048247
196	0.5230877555
197	0.5227511161
198	0.5223757862
199	0.5222071491
200	0.5221444319
201	0.5219726849
202	0.5217980567
203	0.5214457882
204	0.521049883
205	0.5208705793
206	0.5206199388
207	0.5203425146
208	0.5202676957
209	0.5200275895
210	0.5197507814
211	0.519653733
212	0.5194454552
213	0.5192661449
214	0.5190070402
215	0.518874596
216	0.5184945168
217	0.5180064272
218	0.5178266819
219	0.5176831449
220	0.5174169002
221	0.5170652739
222	0.516621597
223	0.5165115643
224	0.5164689531
225	0.5162647862
226	0.5158959724
227	0.5158417169
228	0.5156586342
229	0.5154027316
230	0.5150976024
231	0.5148944739
232	0.514579942
233	0.5143998106
234	0.5141897145
235	0.5139655755
236	0.5136968882
237	0.513516325
238	0.513369581
239	0.513006117
240	0.5127565343
241	0.5124508243
242	0.5121942615
243	0.5120239106
244	0.5117531833
245	0.5116775551
246	0.5115477544
247	0.5112704087
248	0.5110686028
249	0.5110001128
250	0.510795564
251	0.5105881361
252	0.5103404374
253	0.5100598136
254	0.509818678
255	0.509757272
256	0.5094672212
257	0.5092401578
258	0.5087836679
259	0.5086332297
260	0.5084017087
261	0.5081840837
262	0.5080752241
263	0.5079379697
264	0.5077810369
265	0.5076083358
266	0.5072393567
267	0.5069916765
268	0.5068366413
269	0.5066110147
270	0.506299714
271	0.5059452503
272	0.5058299578
273	0.5057263784
274	0.5054975193
275	0.5052550739
276	0.5050808256
277	0.5049324614
278	0.5049241462
279	0.5047956145
280	0.5046424897
281	0.504521536
282	0.5040596258
283	0.5039189602
284	0.5037626344
285	0.503731847
286	0.5034379302
287	0.5033689164
288	0.5032140197
289	0.5029641395
290	0.5028981767
291	0.5026702414
292	0.5025097288
293	0.5023018951
294	0.5021640105
295	0.5020620799
296	0.5019772032
297	0.5018863876
298	0.5017597117
299	0.5017074136
300	0.5014595723
301	0.5011701666
302	0.5009389255
303	0.5008230749
304	0.5007510484
305	0.5006739363
306	0.5003983253
307	0.5003851347
308	0.5001787117
309	0.5000849224
310	0.4999806785
311	0.4997347182
312	0.4996920212
313	0.4995318689
314	0.4993609608
315	0.4991894015
316	0.499029346
317	0.4989631594
318	0.498685199
319	0.4984689535
320	0.4982523419
321	0.4982390367
322	0.4979885281
323	0.4979672421
324	0.4978204569
325	0.4975820558
326	0.4974732676
327	0.4972367926
328	0.4971818328
329	0.4971246524
330	0.49700648
331	0.4968421731
332	0.4967248256
333	0.4967017705
334	0.4965134079
335	0.4963478706
336	0.4961998252
337	0.4961121232
338	0.495821923
339	0.4955573499
340	0.4954050344
341	0.4952651996
342	0.4951466169
343	0.495096308
344	0.4949764331
345	0.4949141579
346	0.4946859078
347	0.4944954419
348	0.4943835326
349	0.4943001937
350	0.4942406398
351	0.4941886218
352	0.4940710742
353	0.4939324495
354	0.4938238679
355	0.4937242468
356	0.4933846178
357	0.4932084122
358	0.4930664371
359	0.4928442094
360	0.4927261419
361	0.4925950829
362	0.4925515434
363	0.4923187166
364	0.49223622
365	0.49199911
366	0.4917518408
367	0.4916054535
368	0.4914047974
369	0.4912085868
370	0.491013521
371	0.4908836431
372	0.4907769399
373	0.4906381655
374	0.4904656785
375	0.4902306962
376	0.4901326112
377	0.4899371179
378	0.4897520517
379	0.4895945184
380	0.4894096446
381	0.4892502018
382	0.4891924812
383	0.4889661133
384	0.4888297304
385	0.48878855
386	0.4885521763
387	0.4884376259
388	0.4883656941
389	0.4881528076
390	0.4880135039
391	0.4879731671
392	0.4879435109
393	0.4878115857
394	0.4877304412
395	0.4877278865
396	0.4875456368
397	0.487455252
398	0.4874055888
399	0.4871808508
400	0.4870754157
401	0.4869920246
402	0.4868353123
403	0.4867792677
404	0.4866684485
405	0.486535025
406	0.4862807275
407	0.4862186007
408	0.4859859061
409	0.4858309049
410	0.4857409593
411	0.4856325411
412	0.4854868589
413	0.4853482361
414	0.4852330829
415	0.485071806
416	0.485012548
417	0.4850058196
418	0.4848938256
419	0.4847265786
420	0.4847083602
421	0.4844105503
422	0.484279706
423	0.4841900559
424	0.4840941263
425	0.4839107219
426	0.4838212904
427	0.4837027889
428	0.4835941419
429	0.4834560943
430	0.4832647993
431	0.4831512818
432	0.4830612292
433	0.4829451969
434	0.4828981156
435	0.4828053454
436	0.4826746272
437	0.4826469608
438	0.4825494973
439	0.4822691702
440	0.4819700904
441	0.481750203
442	0.4816107734
443	0.4815446487
444	0.4813089919
445	0.4812747747
446	0.4811821125
447	0.4810620132
448	0.4809762297
449	0.4808879154
450	0.480751865
451	0.4806800356
452	0.4806025614
453	0.4803727706
454	0.4802798205
455	0.4800202623
456	0.4797385598
457	0.4796622864
458	0.4794283154
459	0.4792704341
460	0.4791949551
461	0.4791375722
462	0.4791101719
463	0.4789794744
464	0.4788425485
465	0.4786789053
466	0.4785903668
467	0.4784248332
468	0.4781645807
469	0.4780802879
470	0.477922629
471	0.4777159969
472	0.4775305283
473	0.4774682074
474	0.4773964881
475	0.4772720853
476	0.477142057
477	0.4769910766
478	0.4769057226
479	0.4768049693
480	0.4767265162
481	0.4765978717
482	0.4764254065
483	0.476177715
484	0.476095608
485	0.4760383155
486	0.4758326593
487	0.4756552226
488	0.4754846935
489	0.4753511973
490	0.475180642
491	0.4750678236
492	0.4749708814
493	0.4748850159
494	0.474784209
495	0.4745673148
496	0.4745398915
497	0.4742658312
498	0.4741175704
499	0.474000546
500	0.4739619834
501	0.4737725816
502	0.4736525981
503	0.4735512407
504	0.4734746188
505	0.4734517953
506	0.4732036844
507	0.4731424051
508	0.4730193184
509	0.4729377215
510	0.4728065043
511	0.4727870535
512	0.4726148149
513	0.4723375287
514	0.4722284436
515	0.4721491682
516	0.4720002762
517	0.4718708662
518	0.4717340944
519	0.4715971208
520	0.471487113
521	0.4713455246
522	0.4711973834
523	0.4710955942
524	0.4709927402
525	0.4709445474
526	0.4708511482
527	0.4706840262
528	0.470552841
529	0.4705292304
530	0.4704301516
531	0.4703196676
532	0.4702200153
533	0.4700495854
534	0.4699566118
535	0.469834733
536	0.4697900988
537	0.4696824078
538	0.4696146823
539	0.4695778748
540	0.4694197893
541	0.4693420646
542	0.4692828789
543	0.4692234244
544	0.4691791739
545	0.4691234978
546	0.4690914114
547	0.4688651058
548	0.4687920449
549	0.4686213054
550	0.4685698344
551	0.4684783557
552	0.4682627481
553	0.4681784925
554	0.468139533
555	0.4681042165
556	0.4680904056
557	0.4680514384
558	0.4678355564
559	0.4677758541
560	0.4677075386
561	0.4676072932
562	0.4673677482
563	0.4671851631
564	0.4671651485
565	0.4670254557
566	0.4669373684
567	0.4668620796
568	0.4665787427
569	0.4664936172
570	0.4663854467
571	0.4662779358
572	0.4662650617
573	0.4662064496
574	0.4660696266
575	0.465975989
576	0.4657198251
577	0.4655244815
578	0.4653687356
579	0.4651603161
580	0.4650621195
581	0.4650118901
582	0.4649322288
583	0.4648832258
584	0.464874831
585	0.4647010889
586	0.4645872907
587	0.4645545635
588	0.4644110782
589	0.4642245627
590	0.464085925
591	0.463994915
592	0.4637903989
593	0.4637013987
594	0.4635850593
595	0.463459457
596	0.463382017
597	0.4632887069
598	0.4632328726
599	0.463117322
600	0.4629641738
601	0.462856158
602	0.4627225447
603	0.4627114346
604	0.4626958567
605	0.4626326473
606	0.4624788462
607	0.462464425
608	0.4623179436
609	0.4622592265
610	0.4621472905
611	0.4620708681
612	0.4619575988
613	0.4619231391
614	0.4617811962
615	0.4616745894
616	0.4615163602
617	0.4613987299
618	0.461291832
619	0.4611229949
620	0.4609419446
621	0.4608408792
622	0.4607379206
623	0.4606056341
624	0.4605058588
625	0.4604638357
626	0.4603977323
627	0.4602573485
628	0.4601470213
629	0.4599723975
630	0.4598307409
631	0.4597209901
632	0.4597138332
633	0.4596792733
634	0.4595749583
635	0.45937607
636	0.4592826086
637	0.4591789317
638	0.4590419493
639	0.4588665481
640	0.4586331993
641	0.4585118405
642	0.4584911633
643	0.4584861956
644	0.4584287077
645	0.4584001453
646	0.458261361
647	0.4582557168
648	0.4582172237
649	0.4580991799
650	0.4580399482
651	0.4579725864
652	0.4579133245
653	0.4575690113
654	0.4575201116
655	0.4575196277
656	0.4574005796
657	0.4572349799
658	0.4570341422
659	0.4569345888
660	0.4567846928
661	0.4566784281
662	0.456585781
663	0.4564508867
664	0.4563554354
665	0.4561976964
666	0.4561520539
667	0.4560857047
668	0.4560274398
669	0.4558651399
670	0.4558394405
671	0.4556971799
672	0.4556044915
673	0.4555108907
674	0.4553991805
675	0.4553835725
676	0.4551500578
677	0.4551220143
678	0.4550794666
679	0.4550602783
680	0.4548003862
681	0.454762514
682	0.4546672409
683	0.4545927384
684	0.4545037282
685	0.4542661644
686	0.4540676017
687	0.4540279915
688	0.4539170792
689	0.4538017605
690	0.4535862525
691	0.4533754842
692	0.4533271967
693	0.4532135874
694	0.4529929339
695	0.4528711865
696	0.4528408693
697	0.4528146031
698	0.4527851331
699	0.4526075635
700	0.4525314563
701	0.4523640099
702	0.4523140761
703	0.4522296525
704	0.4521099523
705	0.4518899782
706	0.4518208644
707	0.4517554921
708	0.4516831072
709	0.4515929049
710	0.4513194594
711	0.4511931647
712	0.4510994162
713	0.4510105815
714	0.4509771629
715	0.4508482314
716	0.4507753349
717	0.4506720016
718	0.450637716
719	0.4506258201
720	0.4504898596
721	0.4503275664
722	0.4501934332
723	0.45011761
724	0.4500821507
725	0.450004902
726	0.449867283
727	0.4495871318
728	0.4494484872
729	0.4493310426
730	0.4492319665
731	0.4491504935
732	0.4490628207
733	0.4489518057
734	0.4489368397
735	0.448890529
736	0.4488369603
737	0.4487494
738	0.4486583793
739	0.4485494712
740	0.448490363
741	0.4482786388
742	0.448259105
743	0.4482131471
744	0.4481137859
745	0.4480274799
746	0.4479804409
747	0.4477615942
748	0.4476678311
749	0.4476673358
750	0.4476247177
751	0.4475117441
752	0.4473887734
753	0.4472540579
754	0.4471512577
755	0.4470353752
756	0.4469575365
757	0.4467846916
758	0.4466926
759	0.4466156002
760	0.4465994358
761	0.4464768774
762	0.4463747591
763	0.4462894521
764	0.4462437393
765	0.4461880027
766	0.4459138038
767	0.4459075028
768	0.4458793927
769	0.4456216195
770	0.4453339204
771	0.4451294113
772	0.445070328
773	0.4449959964
774	0.4449593989
775	0.4446745519
776	0.4444829587
777	0.444267888
778	0.4441170674
779	0.4439730163
780	0.4438037044
781	0.4436889504
782	0.4435509111
783	0.4434519925
784	0.4434344635
785	0.4433509015
786	0.4432029513
787	0.4431430421
788	0.443042028
789	0.4428210547
790	0.4427312376
791	0.4424253489
792	0.4421119999
793	0.4419491122
794	0.4417295554
795	0.4414771992
796	0.4414355065
797	0.4412393984
798	0.4411795512
799	0.4410768061
800	0.4410091298
801	0.4408620542
802	0.4407072362
803	0.4406463757
804	0.4404047142
805	0.440179412
806	0.4399793269
807	0.4399000143
808	0.4398875941
809	0.4398116522
810	0.4396725897
811	0.4395563262
812	0.4394984641
813	0.4393513991
814	0.4392444314
815	0.4391378731
816	0.4390621905
817	0.4387925696
818	0.4385697656
819	0.4384252749
820	0.4382858843
821	0.4381914814
822	0.438016551
823	0.4379537258
824	0.4379131827
825	0.4378367213
826	0.4378076451
827	0.4377118339
828	0.4376210972
829	0.4375352853
830	0.4374701546
831	0.4373724277
832	0.4372869531
833	0.4371562167
834	0.4370174893
835	0.4368633927
836	0.4367383842
837	0.4366307934
838	0.4364745947
839	0.4364557657
840	0.4361984663
841	0.4360970146
842	0.4359236629
843	0.4357467133
844	0.4354255308
845	0.4353107181
846	0.4351295118
847	0.4350463227
848	0.4349230626
849	0.4347733412
850	0.4344903329
851	0.4344122226
852	0.4343068006
853	0.4342997135
854	0.4342288553
855	0.4341405019
856	0.4340873352
857	0.4339995773
858	0.4339113666
859	0.4338508219
860	0.4337333319
861	0.4335985845
862	0.4335137647
863	0.4333727529
864	0.4333159154
865	0.4331020307
866	0.4328585137
867	0.4328446813
868	0.4326728434
869	0.4325607775
870	0.4324956779
871	0.4323935684
872	0.4322251928
873	0.4321264855
874	0.4319001039
875	0.4317273332
876	0.4316253089
877	0.4313437282
878	0.4311265078
879	0.43105998
880	0.4309730442
881	0.4308971907
882	0.4306240784
883	0.4306079168
884	0.430405499
885	0.4303290903
886	0.4302331876
887	0.4300064108
888	0.4298804704
889	0.4298336744
890	0.4297782005
891	0.4296966557
892	0.4296713116
893	0.4295866757
894	0.4294353757
895	0.4292586197
896	0.4292470162
897	0.429085757
898	0.4289234136
899	0.4288112471
900	0.4287540844
901	0.4285320575
902	0.4283590225
903	0.4281241084
904	0.4279730548
905	0.4277353341
906	0.4275787111
907	0.427515471
908	0.4273040031
909	0.4271360512
910	0.4268735411
911	0.4267924886
912	0.4265273435
913	0.4264983911
914	0.4263481019
915	0.4260599314
916	0.4258711681
917	0.4257807554
918	0.4254759046
919	0.4254071292
920	0.4253270737
921	0.4252753875
922	0.4250950322
923	0.425056002
924	0.4249070492
925	0.4246895575
926	0.4245042585
927	0.4243525894
928	0.4240711572
929	0.4239731157
930	0.4237434833
931	0.4236321023
932	0.4234524591
933	0.4233846938
934	0.4232968364
935	0.4232568005
936	0.4231343773
937	0.4230535189
938	0.4228194199
939	0.4226775462
940	0.4226086382
941	0.422515307
942	0.4224659163
943	0.4223221591
944	0.4220785528
945	0.4218881682
946	0.4217472723
947	0.4216647249
948	0.4216167136
949	0.4214854525
950	0.4213519542
951	0.4210783312
952	0.4209402011
953	0.4207490444
954	0.4207001193
955	0.4203827444
956	0.4203385215
957	0.4202333921
958	0.4202206973
959	0.4200170868
960	0.4198481815
961	0.4196606096
962	0.4194971239
963	0.4193149096
964	0.4192937702
965	0.418981605
966	0.4188079681
967	0.4186014479
968	0.4183651859
969	0.4183454562
970	0.4180299518
971	0.4178169173
972	0.4174774774
973	0.4173769472
974	0.4173319099
975	0.4172580688
976	0.4171734528
977	0.4170696407
978	0.4168335314
979	0.4168006709
980	0.4166042127
981	0.4164988102
982	0.4162784915
983	0.4161414368
984	0.4159025144
985	0.4157724414
986	0.4156211629
987	0.4154965189
988	0.4153180553
989	0.4151084852
990	0.4149792052
991	0.414794605
992	0.4147322722
993	0.414722768
994	0.414507136
995	0.4143122202
996	0.414277376
997	0.4139998679
998	0.4139300183
999	0.4138476382
